ds,trend,trend_lower,trend_upper,yhat_lower,yhat_upper,seasonal,seasonal_lower,seasonal_upper,seasonalities,seasonalities_lower,seasonalities_upper,yearly,yearly_lower,yearly_upper,yhat
2009-04-30,162.19014336214326,162.19014319406523,162.19014354817446,123.30968979605981,287.0705303578723,39.17254198088574,39.17254198088574,39.17254198088574,39.17254198088574,39.17254198088574,39.17254198088574,39.17254198088574,39.17254198088574,39.17254198088574,201.362685343029
2009-05-31,164.8087563226403,164.80875574380093,164.80875695754085,144.18022585813455,314.1569255905667,70.42973287297517,70.42973287297517,70.42973287297517,70.42973287297517,70.42973287297517,70.42973287297517,70.42973287297517,70.42973287297517,70.42973287297517,235.23848919561547
2009-06-30,167.34289789731488,167.34289689192775,167.34289897384866,121.05559440461235,284.71555249097105,34.396253347772195,34.396253347772195,34.396253347772195,34.396253347772195,34.396253347772195,34.396253347772195,34.396253347772195,34.396253347772195,34.396253347772195,201.73915124508707
2009-07-31,169.96151085781193,169.9615092974697,169.96151252763988,98.48401079614091,258.06081594291487,8.392444740240254,8.392444740240254,8.392444740240254,8.392444740240254,8.392444740240254,8.392444740240254,8.392444740240254,8.392444740240254,8.392444740240254,178.35395559805218
2009-08-31,172.58012381830895,172.58012176095633,172.58012615172436,86.06430361325171,246.87251456894046,-2.428839856958088,-2.428839856958088,-2.428839856958088,-2.428839856958088,-2.428839856958088,-2.428839856958088,-2.428839856958088,-2.428839856958088,-2.428839856958088,170.15128396135086
2009-09-30,175.11426539298353,175.1142626139812,175.1142683910138,95.00266142369841,256.69813399817144,1.4981661375177413,1.4981661375177413,1.4981661375177413,1.4981661375177413,1.4981661375177413,1.4981661375177413,1.4981661375177413,1.4981661375177413,1.4981661375177413,176.61243153050125
2009-10-31,177.7328783534806,177.7328748483904,177.73288203610284,88.44964998914048,246.68472180210765,-9.464784528576052,-9.464784528576052,-9.464784528576052,-9.464784528576052,-9.464784528576052,-9.464784528576052,-9.464784528576052,-9.464784528576052,-9.464784528576052,168.26809382490455
2009-11-30,180.26701992815515,180.26701546605196,180.26702428910252,78.24763676661416,245.73414143839295,-13.54357288349865,-13.54357288349865,-13.54357288349865,-13.54357288349865,-13.54357288349865,-13.54357288349865,-13.54357288349865,-13.54357288349865,-13.54357288349865,166.7234470446565
2009-12-31,182.88563288865217,182.88562747352853,182.88563796907084,83.70990933208347,246.5916176140762,-14.6214012124143,-14.6214012124143,-14.6214012124143,-14.6214012124143,-14.6214012124143,-14.6214012124143,-14.6214012124143,-14.6214012124143,-14.6214012124143,168.26423167623787
2010-01-31,185.50424584914924,185.50423955944876,185.5042517567528,68.28003533607186,224.13016889287906,-38.19136646213626,-38.19136646213626,-38.19136646213626,-38.19136646213626,-38.19136646213626,-38.19136646213626,-38.19136646213626,-38.19136646213626,-38.19136646213626,147.31287938701297
2010-02-28,187.86944465217883,187.86943758987871,187.86945135472993,62.07947644246525,228.43390226732927,-47.58185041690176,-47.58185041690176,-47.58185041690176,-47.58185041690176,-47.58185041690176,-47.58185041690176,-47.58185041690176,-47.58185041690176,-47.58185041690176,140.28759423527708
2010-03-31,190.48805761267585,190.48804958834089,190.48806532727426,82.92656408782068,246.12365111620076,-28.785599534501873,-28.785599534501873,-28.785599534501873,-28.785599534501873,-28.785599534501873,-28.785599534501873,-28.785599534501873,-28.785599534501873,-28.785599534501873,161.70245807817398
