error,forecast_cases,month,true_cases,year
247.38368248863912,277.3836824886391,8,30.0,2011
213.3001548035331,247.3001548035331,9,34.0,2011
179.46389603934597,220.46389603934597,10,41.0,2011
138.6850359212989,183.6850359212989,11,45.0,2011
137.63730398756027,171.63730398756027,12,34.0,2011
137.5972962886483,174.5972962886483,1,37.0,2012
93.38188623052983,146.38188623052983,2,53.0,2012
100.59769382060622,140.59769382060622,3,40.0,2012
70.93205613762933,154.93205613762933,4,84.0,2012
77.96848150927207,207.96848150927207,5,130.0,2012
156.85139890656893,264.85139890656893,6,108.0,2012
149.02206392664556,279.02206392664556,7,130.0,2012
