province,year,monthly_case_rmse,year_total_error,peak_error,peak_month_error
10.0,2010.0,614.8866345378905,6134.799999999999,982.6,4.0
10.0,2011.0,506.119487520633,5457.233333333334,822.9,0.0
10.0,2012.0,592.5667036214073,4647.166666666666,1300.2666666666667,4.0
10.0,2013.0,621.8292854516163,6727.628947368421,966.75,1.0
10.0,2014.0,104.57385846854845,450.3299999999999,145.64,3.0
10.0,2015.0,1687.7770525758988,13199.15632183908,4581.8,3.0
10.0,2016.0,331.90702800240996,2082.7208046855108,750.3428571428572,7.0
41.0,2010.0,89.38898142388692,752.2000000000005,30.599999999999994,1.0
41.0,2011.0,NaN,1683.7666666666664,206.1,1.0
41.0,2012.0,NaN,1740.8333333333335,182.73333333333335,1.0
41.0,2013.0,NaN,1261.371052631579,32.25,0.0
41.0,2014.0,NaN,2193.67,291.36,2.0
41.0,2015.0,NaN,1899.8436781609198,230.2,1.0
41.0,2016.0,181.67996407804623,2038.2791953144892,243.65714285714284,1.0
50.0,2010.0,242.03885363029357,544.7999999999995,581.6,2.0
50.0,2011.0,134.94402989278075,1551.7666666666664,170.1,0.0
50.0,2012.0,135.26181778998776,1562.8333333333335,159.73333333333335,1.0
50.0,2013.0,187.8091280492008,557.628947368421,413.75,0.0
50.0,2014.0,NaN,2053.67,259.36,1.0
50.0,2015.0,NaN,1452.8436781609198,149.2,0.0
50.0,2016.0,126.51995322116763,1343.2791953144892,10.342857142857156,0.0
70.0,2010.0,116.63314280254991,1246.2000000000005,141.4,3.0
70.0,2011.0,79.37962293332613,865.7666666666664,82.1,2.0
70.0,2012.0,132.90263109454173,1443.8333333333335,180.73333333333335,3.0
70.0,2013.0,140.03280060495746,1547.371052631579,167.25,1.0
70.0,2014.0,163.64672379346106,1836.67,241.36,3.0
70.0,2015.0,65.02953415871211,655.8436781609198,20.19999999999999,0.0
70.0,2016.0,182.92201907980447,2014.2791953144892,229.65714285714284,7.0
90.0,2010.0,261.1379392836922,2159.7999999999993,490.6,1.0
90.0,2011.0,118.07686801088205,1213.7666666666664,131.1,5.0
90.0,2012.0,120.2796667801368,421.8333333333335,106.26666666666665,5.0
90.0,2013.0,245.494944349997,1520.628947368421,467.75,1.0
90.0,2014.0,103.30496216703888,1138.67,100.36000000000001,1.0
90.0,2015.0,80.66940295697934,728.8436781609198,72.19999999999999,3.0
90.0,2016.0,381.9047502432491,2231.7208046855108,965.3428571428572,3.0
