error,forecast_cases,month,true_cases,year
21.938963121070785,85.06103687892922,5,107.0,2008
132.2731881612462,62.72681183875382,6,195.0,2008
162.79925031971567,56.200749680284346,7,219.0,2008
99.78564749977025,79.21435250022975,8,179.0,2008
3.3546308632885484,154.35463086328855,9,151.0,2008
12.383617446248849,165.61638255375115,10,178.0,2008
40.78804635713591,107.21195364286409,11,148.0,2008
21.088117439097516,90.91188256090248,12,112.0,2008
35.85190338687744,84.14809661312256,1,120.0,2009
27.654371934722548,81.34562806527745,2,109.0,2009
7.610661534168202,86.3893384658318,3,94.0,2009
5.6670228584665665,98.33297714153343,4,104.0,2009
