error,forecast_cases,month,true_cases,year
63.41395833848098,84.58604166151902,11,148.0,2008
49.24571114124665,62.75428885875335,12,112.0,2008
63.277537534983175,56.722462465016825,1,120.0,2009
30.28526841532552,78.71473158467448,2,109.0,2009
44.3250266596053,138.3250266596053,3,94.0,2009
71.4891128814285,175.4891128814285,4,104.0,2009
35.966525545712415,145.96652554571241,5,110.0,2009
33.96272898913841,117.96272898913841,6,84.0,2009
49.09960427141087,107.09960427141087,7,58.0,2009
62.82092123905019,114.8209212390502,8,52.0,2009
23.35912935572179,84.35912935572179,9,61.0,2009
17.375524069972684,99.37552406997268,10,82.0,2009
