error,forecast_cases,month,true_cases,year
51.3044149958326,65.3044149958326,11,14.0,2016
26.812817999528125,31.812817999528125,12,5.0,2016
28.63009138734536,34.63009138734536,1,6.0,2017
38.45119017574622,40.45119017574622,2,2.0,2017
30.062368016609504,32.062368016609504,3,2.0,2017
20.34569443414677,22.34569443414677,4,2.0,2017
20.867320170541028,27.867320170541028,5,7.0,2017
57.02459279251593,75.02459279251593,6,18.0,2017
46.766346955672574,69.76634695567257,7,23.0,2017
81.62969620258059,117.62969620258059,8,36.0,2017
71.26572083121584,103.26572083121584,9,32.0,2017
1.8198020213092576,39.18019797869074,10,41.0,2017
