error,forecast_cases,month,true_cases,year
93.45633024862849,100.45633024862849,4,7.0,2016
108.91027170451393,110.91027170451393,5,2.0,2016
153.12296071651537,159.12296071651537,6,6.0,2016
152.78915635328144,161.78915635328144,7,9.0,2016
200.338405407854,206.338405407854,8,6.0,2016
190.40545465130248,198.40545465130248,9,8.0,2016
136.72008129427437,144.72008129427437,10,8.0,2016
158.47722183567382,172.47722183567382,11,14.0,2016
125.81632711961703,130.81632711961703,12,5.0,2016
121.16150117507021,127.16150117507021,1,6.0,2017
131.504101056203,133.504101056203,2,2.0,2017
174.64898047043602,176.64898047043602,3,2.0,2017
