error,forecast_cases,month,true_cases,year
48.674196808107865,97.67419680810787,11,49.0,2008
66.8335602183443,98.8335602183443,12,32.0,2008
62.089487184867366,95.08948718486737,1,33.0,2009
98.92560278801237,119.92560278801237,2,21.0,2009
142.80720535660896,167.80720535660896,3,25.0,2009
128.9451432313039,156.9451432313039,4,28.0,2009
97.35456291514538,136.35456291514538,5,39.0,2009
146.4203181081737,193.4203181081737,6,47.0,2009
104.05289686120318,160.05289686120318,7,56.0,2009
102.829868130297,191.829868130297,8,89.0,2009
149.02382747968238,223.02382747968238,9,74.0,2009
178.37122180891689,217.37122180891689,10,39.0,2009
