error,forecast_cases,month,true_cases,year
14.74812085215175,46.25187914784825,3,61.0,2008
28.690522477557494,40.309477522442506,4,69.0,2008
39.75241946583138,88.24758053416862,5,128.0,2008
7.271866002839005,210.271866002839,6,203.0,2008
121.72523736142642,66.27476263857358,7,188.0,2008
42.24160339702351,92.75839660297649,8,135.0,2008
18.754879563342996,95.754879563343,9,77.0,2008
60.51064770686267,140.51064770686267,10,80.0,2008
56.95195427506823,105.95195427506823,11,49.0,2008
69.83573240624901,101.83573240624901,12,32.0,2008
47.23298294772263,80.23298294772263,1,33.0,2009
76.86352571913359,97.86352571913359,2,21.0,2009
