ds,trend,trend_lower,trend_upper,yhat_lower,yhat_upper,seasonal,seasonal_lower,seasonal_upper,seasonalities,seasonalities_lower,seasonalities_upper,yearly,yearly_lower,yearly_upper,yhat
2016-03-31,130.30875457687483,130.09510128988674,130.55000812448125,34.47948985577438,162.08941321058575,-29.852424328246357,-29.852424328246357,-29.852424328246357,-29.852424328246357,-29.852424328246357,-29.852424328246357,-29.852424328246357,-29.852424328246357,-29.852424328246357,100.45633024862848
2016-04-30,133.95206071505936,133.24197096093056,134.76613667272426,49.48295182159539,176.88459635656994,-23.041789010545425,-23.041789010545425,-23.041789010545425,-23.041789010545425,-23.041789010545425,-23.041789010545425,-23.041789010545425,-23.041789010545425,-23.041789010545425,110.91027170451393
2016-05-31,137.71681039118346,136.34179800898033,139.2893710490146,102.22372082730931,219.98573054900055,21.40615032533191,21.40615032533191,21.40615032533191,21.40615032533191,21.40615032533191,21.40615032533191,21.40615032533191,21.40615032533191,21.40615032533191,159.12296071651537
2016-06-30,141.36011652936807,139.24572212774407,143.8577389552445,97.22291884419585,227.98681207832328,20.42903982391336,20.42903982391336,20.42903982391336,20.42903982391336,20.42903982391336,20.42903982391336,20.42903982391336,20.42903982391336,20.42903982391336,161.78915635328144
2016-07-31,145.1248662054921,142.12406421090824,148.59936713027744,147.35844989795507,270.9527895593399,61.2135392023619,61.2135392023619,61.2135392023619,61.2135392023619,61.2135392023619,61.2135392023619,61.2135392023619,61.2135392023619,61.2135392023619,206.338405407854
2016-08-31,148.8896158816162,144.7297852084722,153.72443175818472,133.76710357288317,263.3833497952249,49.5158387696863,49.5158387696863,49.5158387696863,49.5158387696863,49.5158387696863,49.5158387696863,49.5158387696863,49.5158387696863,49.5158387696863,198.4054546513025
2016-09-30,152.53292201980076,147.23143255712918,158.48536370473184,79.15236156230446,210.2113314300735,-7.812840725526392,-7.812840725526392,-7.812840725526392,-7.812840725526392,-7.812840725526392,-7.812840725526392,-7.812840725526392,-7.812840725526392,-7.812840725526392,144.72008129427437
2016-10-31,156.29767169592486,149.93543171183362,163.3469863725227,105.18445153626712,237.3723567955319,16.17955013974899,16.17955013974899,16.17955013974899,16.17955013974899,16.17955013974899,16.17955013974899,16.17955013974899,16.17955013974899,16.17955013974899,172.47722183567384
2016-11-30,159.9409778341094,152.3259367577659,168.57171542268685,66.04325312151951,192.53069634372306,-29.124650714492375,-29.124650714492375,-29.124650714492375,-29.124650714492375,-29.124650714492375,-29.124650714492375,-29.124650714492375,-29.124650714492375,-29.124650714492375,130.81632711961703
2016-12-31,163.7057275102335,154.713578521772,173.6297563035152,63.81521750107885,194.18588994026072,-36.54422633516329,-36.54422633516329,-36.54422633516329,-36.54422633516329,-36.54422633516329,-36.54422633516329,-36.54422633516329,-36.54422633516329,-36.54422633516329,127.1615011750702
2017-01-31,167.4704771863575,157.33492220629327,179.00300791837265,63.90758109480126,195.44373923159606,-33.966376130154494,-33.966376130154494,-33.966376130154494,-33.966376130154494,-33.966376130154494,-33.966376130154494,-33.966376130154494,-33.966376130154494,-33.966376130154494,133.504101056203
2017-02-28,170.8708962486632,159.18665926159716,183.84612167947458,113.45238143261045,243.34569044148546,5.77808422177282,5.77808422177282,5.77808422177282,5.77808422177282,5.77808422177282,5.77808422177282,5.77808422177282,5.77808422177282,5.77808422177282,176.64898047043602
