error,forecast_cases,month,true_cases,year
63.55302418782435,1003.5530241878243,11,940.0,2013
223.2651835971625,723.2651835971625,12,500.0,2013
352.0459636645119,559.0459636645119,1,207.0,2014
259.231715692404,416.231715692404,2,157.0,2014
256.73072329526536,386.73072329526536,3,130.0,2014
265.44564747916496,345.44564747916496,4,80.0,2014
427.17953659356556,519.1795365935656,5,92.0,2014
587.1628407026205,727.1628407026205,6,140.0,2014
587.0992313828102,824.0992313828102,7,237.0,2014
680.4539816575941,896.4539816575941,8,216.0,2014
480.7405643796725,799.7405643796725,9,319.0,2014
580.924242215884,967.924242215884,10,387.0,2014
