ds,trend,trend_lower,trend_upper,yhat_lower,yhat_upper,seasonal,seasonal_lower,seasonal_upper,seasonalities,seasonalities_lower,seasonalities_upper,yearly,yearly_lower,yearly_upper,yhat
2008-06-30,626.9427381359014,626.9417619379645,626.9438601353311,580.4075715956131,898.8926628563714,110.81452897539349,110.81452897539349,110.81452897539349,110.81452897539349,110.81452897539349,110.81452897539349,110.81452897539349,110.81452897539349,110.81452897539349,737.7572671112949
2008-07-31,631.4402462915291,631.4374179570942,631.4435770682452,537.1885707277298,850.3866315880924,57.03069261611201,57.03069261611201,57.03069261611201,57.03069261611201,57.03069261611201,57.03069261611201,57.03069261611201,57.03069261611201,57.03069261611201,688.4709389076411
2008-08-31,635.9377544471569,635.9323669927508,635.9441309629422,565.8142427569462,904.1358485742205,98.77982337766565,98.77982337766565,98.77982337766565,98.77982337766565,98.77982337766565,98.77982337766565,98.77982337766565,98.77982337766565,98.77982337766565,734.7175778248225
2008-09-30,640.2901816945384,640.2817661718441,640.2997456242392,569.7977499244305,893.0437652704161,90.3088804842452,90.3088804842452,90.3088804842452,90.3088804842452,90.3088804842452,90.3088804842452,90.3088804842452,90.3088804842452,90.3088804842452,730.5990621787836
2008-10-31,644.7876898501661,644.7756981091396,644.8012972893343,605.2952660962561,940.2654311364308,124.18494329174305,124.18494329174305,124.18494329174305,124.18494329174305,124.18494329174305,124.18494329174305,124.18494329174305,124.18494329174305,124.18494329174305,768.9726331419091
2008-11-30,649.1401170975477,649.1245202138792,649.1575712854667,487.8913514129291,799.3426357242702,-6.582479771625126,-6.582479771625126,-6.582479771625126,-6.582479771625126,-6.582479771625126,-6.582479771625126,-6.582479771625126,-6.582479771625126,-6.582479771625126,642.5576373259225
2008-12-31,653.6376252531753,653.618898292034,653.6594326064994,414.41682443771526,755.7774176480902,-73.38851004348217,-73.38851004348217,-73.38851004348217,-73.38851004348217,-73.38851004348217,-73.38851004348217,-73.38851004348217,-73.38851004348217,-73.38851004348217,580.2491152096932
2009-01-31,658.1351334088031,658.113248064066,658.1616258172157,288.163627514959,611.8912006068003,-213.49578721073405,-213.49578721073405,-213.49578721073405,-213.49578721073405,-213.49578721073405,-213.49578721073405,-213.49578721073405,-213.49578721073405,-213.49578721073405,444.639346198069
2009-02-28,662.1973988396925,662.1713931032606,662.2284737960166,317.9464553266516,637.4487043556295,-185.28663487153818,-185.28663487153818,-185.28663487153818,-185.28663487153818,-185.28663487153818,-185.28663487153818,-185.28663487153818,-185.28663487153818,-185.28663487153818,476.9107639681543
2009-03-31,666.6949069953201,666.663607394585,666.7303813042756,274.2498528341082,589.6943414197534,-237.77072143649266,-237.77072143649266,-237.77072143649266,-237.77072143649266,-237.77072143649266,-237.77072143649266,-237.77072143649266,-237.77072143649266,-237.77072143649266,428.9241855588275
2009-04-30,671.0473342427018,671.010315345211,671.0879720791488,526.8156219509974,851.4298803560318,9.141142796553584,9.141142796553584,9.141142796553584,9.141142796553584,9.141142796553584,9.141142796553584,9.141142796553584,9.141142796553584,9.141142796553584,680.1884770392554
2009-05-31,675.5448423983296,675.5034792848002,675.590996646779,728.9611897131377,1043.1256084306754,207.49542874267527,207.49542874267527,207.49542874267527,207.49542874267527,207.49542874267527,207.49542874267527,207.49542874267527,207.49542874267527,207.49542874267527,883.0402711410048
