error,forecast_cases,month,true_cases,year
124.28638555567915,325.71361444432085,2,450.0,2010
76.6090694112554,338.3909305887446,3,415.0,2010
58.680759406885045,304.68075940688504,4,246.0,2010
249.13146962908513,508.13146962908513,5,259.0,2010
368.3057189309676,736.3057189309676,6,368.0,2010
93.50461907764156,720.5046190776416,7,627.0,2010
226.28996540399783,759.7100345960022,8,986.0,2010
569.8423329847424,608.1576670152576,9,1178.0,2010
375.062812056883,837.937187943117,10,1213.0,2010
310.1594865212718,779.8405134787282,11,1090.0,2010
18.59134882333865,623.5913488233386,12,605.0,2010
34.91326582543968,456.0867341745603,1,491.0,2011
